Airline,Source,Destination,Total_Stops,Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hours,Duration_mins,Price_actual,Price_pred
Jet Airways,Banglore,New Delhi,1,28097,1,3,5,50,12,20,6,30,28097,29356.582
Jet Airways,Delhi,Cochin,1,10577,12,6,8,0,19,0,11,0,10577,12903.151
IndiGo,Delhi,Cochin,1,6938,27,5,16,10,22,30,6,20,6938,7182.6177
Multiple carriers,Delhi,Cochin,1,14848,21,5,11,30,19,15,7,45,14848,11577.883
Multiple carriers,Delhi,Cochin,1,6106,9,4,10,35,19,15,8,40,6106,6606.26
Multiple carriers,Delhi,Cochin,1,7354,12,6,7,30,19,15,11,45,7354,8759.444
Multiple carriers,Delhi,Cochin,1,10276,6,3,9,45,22,20,12,35,10276,11757.236
Air India,Delhi,Cochin,1,9929,27,5,9,0,19,15,10,15,9929,9516.213
Multiple carriers,Delhi,Cochin,1,9508,3,6,10,0,1,30,15,30,9508,10666.142
IndiGo,Chennai,Kolkata,0,3858,18,6,11,35,14,0,2,25,3858,3936.9624
Multiple carriers,Delhi,Cochin,1,13377,27,5,14,0,1,30,11,30,13377,12002.275
Air Asia,Kolkata,Banglore,0,4409,1,6,10,20,12,55,2,35,4409,4831.6196
Air Asia,Delhi,Cochin,1,6253,15,6,7,55,13,25,5,30,6253,6944.9214
Multiple carriers,Delhi,Cochin,1,11622,9,6,9,15,19,0,9,45,11622,10947.045
Jet Airways,Delhi,Cochin,1,12373,18,5,10,0,4,25,18,25,12373,13052.378
Air India,Delhi,Cochin,1,5998,27,3,17,40,8,15,14,35,5998,5504.2363
Jet Airways,Kolkata,Banglore,1,13044,12,6,18,55,16,20,21,25,13044,10732.208
IndiGo,Banglore,Delhi,0,3943,1,6,6,5,8,50,2,45,3943,4358.927
Air India,Delhi,Cochin,2,11753,15,6,10,55,7,40,20,45,11753,12155.543
Jet Airways,Kolkata,Banglore,1,14151,1,5,17,0,22,5,29,5,14151,13059.995
Multiple carriers,Delhi,Cochin,1,8371,9,4,8,45,19,15,10,30,8371,7524.0005
SpiceJet,Kolkata,Banglore,0,3841,15,6,22,20,0,40,2,20,3841,3848.1667
Air India,Kolkata,Banglore,0,4460,6,4,20,45,23,20,2,35,4460,4139.204
Multiple carriers,Delhi,Cochin,1,14067,21,5,17,30,1,30,8,0,14067,13551.008
IndiGo,Banglore,Delhi,0,4823,15,5,20,0,22,50,2,50,4823,4691.1206
IndiGo,Banglore,Delhi,0,4823,6,6,18,25,21,20,2,55,4823,4986.461
Jet Airways,Kolkata,Banglore,1,10844,9,5,14,5,22,35,8,30,10844,12493.501
Air India,Kolkata,Banglore,2,10697,6,6,8,20,21,50,13,30,10697,11622.173
Jet Airways,Kolkata,Banglore,1,7064,1,4,18,55,9,20,14,25,7064,9235.593
Multiple carriers,Delhi,Cochin,1,9103,15,5,4,55,19,0,14,5,9103,8807.08
IndiGo,Mumbai,Hyderabad,0,4575,3,3,2,30,4,0,1,30,4575,5928.118
Multiple carriers,Delhi,Cochin,1,9794,15,5,6,0,19,0,13,0,9794,10556.126
Jet Airways,Delhi,Cochin,2,6643,27,3,19,10,19,45,24,35,6643,10200.801
IndiGo,Delhi,Cochin,1,6493,9,6,17,5,22,15,5,10,6493,5984.1406
IndiGo,Kolkata,Banglore,1,6218,24,5,18,5,23,30,5,25,6218,6348.836
Air India,Delhi,Cochin,2,10861,6,6,5,55,19,15,13,20,10861,10611.004
SpiceJet,Mumbai,Hyderabad,0,2227,24,3,22,45,0,10,1,25,2227,2050.891
Jet Airways,Kolkata,Banglore,1,10844,21,5,21,10,22,35,25,25,10844,11075.014
GoAir,Banglore,Delhi,0,4239,3,4,7,45,10,40,2,55,4239,4605.697
Jet Airways,Delhi,Cochin,1,12898,27,5,18,15,19,0,24,45,12898,15422.715
Air India,Delhi,Cochin,0,5831,9,3,5,10,8,0,2,50,5831,5605.603
Jet Airways,Delhi,Cochin,1,10262,24,6,19,15,4,25,9,10,10262,11150.051
Jet Airways,Banglore,New Delhi,1,7832,21,3,20,35,10,25,13,50,7832,7913.5645
Multiple carriers,Delhi,Cochin,1,12192,9,6,10,0,19,0,9,0,12192,12062.674
Jet Airways,Delhi,Cochin,1,10262,1,6,20,55,12,35,15,40,10262,11416.115
Jet Airways,Delhi,Cochin,2,9296,27,3,6,20,4,25,22,5,9296,11069.0625
Air India,Delhi,Cochin,2,7090,27,3,9,45,9,25,23,40,7090,7823.423
Multiple carriers,Delhi,Cochin,1,9646,15,5,7,5,16,10,9,5,9646,8518.409
IndiGo,Kolkata,Banglore,0,4804,18,6,15,15,17,45,2,30,4804,4364.0
GoAir,Banglore,Delhi,0,3898,15,6,20,55,23,40,2,45,3898,3764.668
Jet Airways,Banglore,Delhi,0,8016,18,6,6,0,8,45,2,45,8016,6967.263
Air India,Kolkata,Banglore,1,8366,6,6,16,50,7,55,15,5,8366,9290.957
Jet Airways,Delhi,Cochin,1,15400,6,3,11,30,18,50,7,20,15400,16422.951
Vistara,Banglore,New Delhi,0,8553,3,3,19,40,22,20,2,40,8553,10832.249
Air India,Delhi,Cochin,2,10021,9,4,5,55,7,40,25,45,10021,9131.149
Jet Airways,Banglore,New Delhi,1,9134,15,3,8,0,13,15,5,15,9134,11067.094
Jet Airways,Delhi,Cochin,1,12373,9,5,17,30,4,25,10,55,12373,12065.369
IndiGo,Kolkata,Banglore,0,4804,15,6,14,25,16,55,2,30,4804,4836.008
Air India,Kolkata,Banglore,2,12723,18,5,5,50,12,30,30,40,12723,13332.269
Multiple carriers,Delhi,Cochin,1,6795,1,6,10,20,1,30,15,10,6795,7708.8315
SpiceJet,Kolkata,Banglore,0,3873,9,5,22,20,0,40,2,20,3873,4183.5693
Jet Airways,Kolkata,Banglore,1,10539,9,6,17,0,22,5,29,5,10539,12848.533
SpiceJet,Banglore,Delhi,0,5621,12,4,21,10,0,5,2,55,5621,4329.584
IndiGo,Banglore,New Delhi,0,4777,21,3,1,30,4,15,2,45,4777,4692.8657
IndiGo,Kolkata,Banglore,1,10308,1,4,9,20,14,15,4,55,10308,10152.067
Jet Airways,Mumbai,Hyderabad,0,4050,15,6,7,5,8,30,1,25,4050,6136.5967
Jet Airways,Kolkata,Banglore,1,14781,6,5,14,5,19,50,5,45,14781,12551.0
Jet Airways,Kolkata,Banglore,1,14151,15,5,9,35,10,55,25,20,14151,13712.338
Jet Airways,Delhi,Cochin,1,7438,21,3,11,30,4,25,16,55,7438,9545.819
Multiple carriers,Delhi,Cochin,1,9646,1,6,7,5,22,30,15,25,9646,10055.157
IndiGo,Delhi,Cochin,1,5883,15,6,17,30,1,30,8,0,5883,6415.626
Jet Airways,Delhi,Cochin,1,10262,24,6,19,45,4,25,8,40,10262,11640.598
Jet Airways,Delhi,Cochin,1,16289,21,5,8,0,19,0,11,0,16289,14522.03
Multiple carriers,Delhi,Cochin,1,9646,9,6,7,5,22,30,15,25,9646,9039.492
Air India,Chennai,Kolkata,0,4667,27,5,11,40,13,55,2,15,4667,4327.469
Jet Airways,Banglore,New Delhi,1,25735,1,3,22,50,20,20,21,30,25735,25956.186
IndiGo,Delhi,Cochin,1,6206,27,3,11,30,1,35,14,5,6206,6384.4087
Air Asia,Banglore,Delhi,0,4483,12,4,11,10,13,55,2,45,4483,4186.6
Jet Airways,Delhi,Cochin,1,5963,27,3,9,55,18,50,8,55,5963,10737.276
SpiceJet,Banglore,Delhi,0,3625,6,6,5,55,8,35,2,40,3625,3805.0989
Jet Airways,Banglore,New Delhi,1,16736,6,3,7,0,18,25,11,25,16736,16790.213
Vistara,Banglore,New Delhi,0,7608,24,3,12,0,14,40,2,40,7608,5262.878
Multiple carriers,Delhi,Cochin,1,7408,9,6,17,0,1,30,8,30,7408,7953.366
Air India,Kolkata,Banglore,2,12829,24,3,7,0,13,45,30,45,12829,11465.537
IndiGo,Banglore,Delhi,0,4077,3,4,13,0,15,50,2,50,4077,4318.5273
IndiGo,Kolkata,Banglore,1,7605,9,5,21,0,2,15,5,15,7605,6881.1626
Multiple carriers,Delhi,Cochin,1,15147,6,3,17,45,1,35,7,50,15147,15083.659
Air India,Banglore,New Delhi,2,11602,12,3,7,30,11,5,27,35,11602,10919.87
Jet Airways,Delhi,Cochin,2,11538,21,3,6,20,4,25,22,5,11538,11259.629
Air India,Delhi,Cochin,2,11552,6,3,7,5,19,15,36,10,11552,11730.638
Multiple carriers,Delhi,Cochin,1,7408,1,6,7,0,21,0,14,0,7408,9219.46
Air India,Kolkata,Banglore,2,10991,6,5,5,50,8,55,27,5,10991,12106.417
IndiGo,Banglore,New Delhi,1,6351,9,3,17,55,22,55,5,0,6351,9818.735
Multiple carriers,Delhi,Cochin,1,7153,27,5,14,0,21,0,7,0,7153,13449.961
Air Asia,Kolkata,Banglore,0,4409,6,5,19,55,22,25,2,30,4409,4405.7446
SpiceJet,Kolkata,Banglore,1,4649,12,6,15,5,20,20,5,15,4649,4638.2104
Multiple carriers,Delhi,Cochin,1,10667,27,3,9,10,19,15,10,5,10667,9141.438
Air India,Delhi,Cochin,2,12488,27,5,12,20,19,15,30,55,12488,13685.174
Multiple carriers,Delhi,Cochin,1,14973,3,3,4,0,15,30,11,30,14973,16747.342
SpiceJet,Delhi,Cochin,1,4760,9,5,8,45,13,15,4,30,4760,5347.794
IndiGo,Delhi,Cochin,1,6442,27,6,6,50,22,30,15,40,6442,6318.066
Jet Airways,Delhi,Cochin,1,12373,18,5,14,0,19,0,5,0,12373,13236.675
IndiGo,Banglore,Delhi,0,4823,24,6,18,55,21,50,2,55,4823,4803.6943
Air India,Delhi,Cochin,2,10231,27,5,22,0,19,15,21,15,10231,10710.225
Jet Airways,Kolkata,Banglore,1,10844,18,5,18,55,20,45,25,50,10844,10710.985
IndiGo,Delhi,Cochin,1,7164,27,5,2,0,7,25,5,25,7164,6010.552
Jet Airways,Delhi,Cochin,1,10262,27,6,19,15,12,35,17,20,10262,10033.66
Vistara,Delhi,Cochin,0,6741,18,5,14,40,17,50,3,10,6741,6566.763
Vistara,Kolkata,Banglore,1,8610,1,5,7,10,20,20,13,10,8610,9277.301
Jet Airways,Delhi,Cochin,2,10368,9,6,9,40,12,35,26,55,10368,11919.706
IndiGo,Mumbai,Hyderabad,0,2754,18,6,2,35,4,5,1,30,2754,2953.4036
Jet Airways,Kolkata,Banglore,1,12692,6,6,17,0,18,0,25,0,12692,12262.736
IndiGo,Banglore,New Delhi,0,10067,1,3,10,5,13,0,2,55,10067,14151.103
GoAir,Delhi,Cochin,1,4959,3,6,10,35,19,35,9,0,4959,6083.8613
Multiple carriers,Delhi,Cochin,1,8405,15,5,7,30,21,0,13,30,8405,8960.398
SpiceJet,Mumbai,Hyderabad,0,2017,6,6,22,45,0,15,1,30,2017,2035.8275
Jet Airways,Delhi,Cochin,0,7202,27,6,11,0,14,15,3,15,7202,7205.094
Jet Airways,Delhi,Cochin,2,10588,15,6,21,25,19,0,21,35,10588,12201.655
Jet Airways,Delhi,Cochin,0,4886,6,4,11,0,14,15,3,15,4886,6972.537
Air Asia,Kolkata,Banglore,0,3807,24,6,22,50,1,20,2,30,3807,3979.544
SpiceJet,Mumbai,Hyderabad,0,2017,24,6,13,15,14,45,1,30,2017,1964.1356
Jet Airways,Banglore,Delhi,0,5769,18,6,8,20,11,20,3,0,5769,7346.57
Jet Airways,Delhi,Cochin,2,12819,27,6,23,5,19,0,19,55,12819,11987.83
IndiGo,Banglore,Delhi,0,3943,27,6,6,5,8,50,2,45,3943,4280.877
Vistara,Kolkata,Banglore,1,9187,21,5,7,10,10,45,27,35,9187,9175.799
Air Asia,Kolkata,Banglore,0,3807,27,6,19,55,22,25,2,30,3807,3874.2913
Jet Airways,Delhi,Cochin,1,12373,18,5,19,15,19,0,23,45,12373,14202.335
Multiple carriers,Delhi,Cochin,1,9316,27,5,11,40,19,15,7,35,9316,8210.392
GoAir,Banglore,Delhi,0,3419,12,6,20,55,23,40,2,45,3419,3631.899
Air Asia,Kolkata,Banglore,0,3807,3,4,22,50,1,20,2,30,3807,4202.169
IndiGo,Chennai,Kolkata,0,6297,9,3,7,55,10,15,2,20,6297,5898.0767
Jet Airways,Mumbai,Hyderabad,0,3210,24,6,19,35,21,5,1,30,3210,4330.4634
IndiGo,Chennai,Kolkata,0,3597,9,5,13,15,15,35,2,20,3597,3932.2307
Jet Airways,Kolkata,Banglore,1,8355,1,5,10,20,17,35,7,15,8355,7983.397
SpiceJet,Kolkata,Banglore,0,3841,27,5,9,0,11,25,2,25,3841,4092.6821
Jet Airways,Delhi,Cochin,2,13014,1,6,5,30,19,0,13,30,13014,11218.912
Jet Airways,Kolkata,Banglore,1,13731,6,6,8,25,4,40,20,15,13731,10595.92
Vistara,Mumbai,Hyderabad,1,12395,6,3,11,55,9,25,21,30,12395,12047.799
Jet Airways,Kolkata,Banglore,1,14571,9,6,16,30,23,35,7,5,14571,12848.364
Air India,Delhi,Cochin,2,14851,9,3,22,0,19,15,21,15,14851,16139.356
Jet Airways,Delhi,Cochin,1,16079,1,6,7,5,12,35,5,30,16079,12731.691
Air India,Kolkata,Banglore,1,10808,24,3,20,30,23,15,26,45,10808,12045.868
Jet Airways,Delhi,Cochin,2,15129,21,5,23,5,19,0,19,55,15129,14875.3955
IndiGo,Delhi,Cochin,1,6818,6,6,5,5,16,10,11,5,6818,6651.493
Jet Airways,Delhi,Cochin,2,10368,15,6,9,40,12,35,26,55,10368,11977.362
Air Asia,Kolkata,Banglore,0,4409,9,5,10,20,12,55,2,35,4409,4592.7876
IndiGo,Kolkata,Banglore,0,4804,21,4,22,15,0,50,2,35,4804,4889.5854
IndiGo,Mumbai,Hyderabad,0,2227,27,6,21,20,22,50,1,30,2227,2684.371
Vistara,Kolkata,Banglore,1,7927,1,4,7,10,18,50,11,40,7927,9637.728
IndiGo,Delhi,Cochin,1,8285,21,3,9,10,21,0,11,50,8285,8588.243
Jet Airways,Delhi,Cochin,2,13882,15,6,9,25,12,35,27,10,13882,12956.8955
Jet Airways,Banglore,New Delhi,1,11087,12,3,20,35,12,25,15,50,11087,11831.65
Multiple carriers,Delhi,Cochin,1,11573,27,5,4,55,19,0,14,5,11573,9252.841
Vistara,Kolkata,Banglore,1,8662,9,6,7,10,22,55,15,45,8662,8950.82
Air India,Delhi,Cochin,1,8907,9,6,9,45,23,0,13,15,8907,8588.037
Air India,Delhi,Cochin,2,8770,21,3,17,15,19,15,26,0,8770,8772.474
Air India,Delhi,Cochin,1,7952,6,6,20,40,9,25,12,45,7952,7423.235
Jet Airways,Delhi,Cochin,2,13882,6,6,11,45,4,25,16,40,13882,12783.947
Jet Airways,Delhi,Cochin,2,11150,27,6,23,5,4,25,29,20,11150,14417.672
IndiGo,Delhi,Cochin,1,5775,12,6,21,50,3,35,5,45,5775,6418.2485
Jet Airways,Delhi,Cochin,1,14714,1,6,19,15,4,25,9,10,14714,12153.968
Vistara,Delhi,Cochin,0,6741,9,3,14,55,17,50,2,55,6741,6972.8467
Jet Airways,Kolkata,Banglore,1,13626,12,6,8,25,18,15,9,50,13626,11597.134
Air India,Banglore,New Delhi,1,12704,1,3,9,30,23,45,14,15,12704,15058.575
Jet Airways,Banglore,Delhi,0,7229,18,5,6,0,8,45,2,45,7229,5932.702
Multiple carriers,Delhi,Cochin,1,17057,3,3,13,55,21,0,7,5,17057,16169.124
Multiple carriers,Delhi,Cochin,1,16108,1,6,13,0,19,15,6,15,16108,15297.1045
Multiple carriers,Delhi,Cochin,1,13377,1,6,15,0,1,30,10,30,13377,13552.628
Multiple carriers,Delhi,Cochin,1,15136,6,3,13,55,21,0,7,5,15136,14312.909
Vistara,Kolkata,Banglore,1,9345,21,5,7,10,20,20,13,10,9345,9327.047
Vistara,Kolkata,Banglore,1,8505,1,4,20,20,10,45,14,25,8505,9017.432
Jet Airways,Banglore,Delhi,0,5769,3,6,6,0,8,45,2,45,5769,6822.171
SpiceJet,Chennai,Kolkata,0,3597,24,5,8,20,10,35,2,15,3597,3587.8833
Jet Airways,Kolkata,Banglore,1,14151,15,5,17,0,19,10,26,10,14151,12617.868
Air India,Mumbai,Hyderabad,0,3100,24,5,15,0,16,25,1,25,3100,3235.2673
Jet Airways,Kolkata,Banglore,1,14571,6,6,20,0,16,20,20,20,14571,11256.343
Jet Airways,Delhi,Cochin,1,13843,6,3,21,50,4,25,6,35,13843,16832.965
IndiGo,Chennai,Kolkata,0,5277,1,6,22,5,0,25,2,20,5277,5054.045
Jet Airways,Mumbai,Hyderabad,0,5678,24,6,19,35,21,5,1,30,5678,4330.4634
Jet Airways,Delhi,Cochin,1,10262,15,6,20,55,19,0,22,5,10262,10836.29
SpiceJet,Delhi,Cochin,1,8488,6,3,8,45,13,15,4,30,8488,8058.429
Jet Airways,Kolkata,Banglore,1,14151,15,5,20,25,10,55,14,30,14151,13088.868
Jet Airways,Kolkata,Banglore,1,7826,24,3,6,30,12,0,5,30,7826,11380.32
Vistara,Banglore,Delhi,0,4878,1,6,17,0,19,35,2,35,4878,5045.226
IndiGo,Chennai,Kolkata,0,7295,1,3,13,20,15,35,2,15,7295,8181.5107
Jet Airways,Delhi,Cochin,2,8834,21,3,19,10,4,25,33,15,8834,10132.073
SpiceJet,Mumbai,Hyderabad,0,2017,21,6,22,45,0,15,1,30,2017,2128.213
Vistara,Banglore,Delhi,0,4878,6,5,17,0,19,35,2,35,4878,4745.7056
IndiGo,Delhi,Cochin,1,6093,12,6,7,30,21,0,13,30,6093,6258.4106
Jet Airways,Kolkata,Banglore,1,14151,9,6,9,35,9,45,24,10,14151,12866.485
Jet Airways,Kolkata,Banglore,1,13759,24,3,8,25,22,35,14,10,13759,11643.62
IndiGo,Delhi,Cochin,1,5298,27,3,6,40,12,0,5,20,5298,5125.3213
IndiGo,Banglore,Delhi,0,4423,27,5,6,5,8,50,2,45,4423,4287.8726
Air India,Delhi,Cochin,1,11260,9,3,23,0,19,15,20,15,11260,12861.364
Multiple carriers,Delhi,Cochin,1,15078,9,5,13,0,1,30,12,30,15078,11358.89
Multiple carriers,Delhi,Cochin,1,13377,12,6,14,0,1,30,11,30,13377,12715.295
Multiple carriers,Delhi,Cochin,1,17703,3,3,18,0,1,35,7,35,17703,16064.735
IndiGo,Delhi,Cochin,1,13790,6,3,2,35,8,30,5,55,13790,12147.91
Jet Airways,Kolkata,Banglore,1,8586,1,5,16,30,8,15,15,45,8586,11286.86
IndiGo,Delhi,Cochin,1,7725,9,3,16,0,21,0,5,0,7725,8193.453
GoAir,Banglore,Delhi,0,3419,27,5,20,55,23,40,2,45,3419,3884.3987
IndiGo,Delhi,Cochin,1,6316,6,6,16,0,1,30,9,30,6316,6395.0703
Multiple carriers,Delhi,Cochin,1,7198,27,5,13,0,1,30,12,30,7198,9760.63
Jet Airways,Banglore,Delhi,0,7229,3,4,18,55,22,0,3,5,7229,5922.1353
Air India,Delhi,Cochin,2,10493,15,5,5,0,19,15,38,15,10493,10402.879
Jet Airways,Kolkata,Banglore,1,11467,9,5,20,25,18,0,21,35,11467,11544.402
Air Asia,Kolkata,Banglore,1,5320,12,5,7,35,19,25,11,50,5320,6602.4346
Jet Airways,Delhi,Cochin,1,12242,27,3,11,30,4,25,16,55,12242,8590.985
Jet Airways,Kolkata,Banglore,1,13584,6,5,21,10,16,20,19,10,13584,10557.323
Multiple carriers,Delhi,Cochin,1,7354,24,6,8,30,19,15,10,45,7354,8783.094
Jet Airways,Kolkata,Banglore,1,10844,12,5,20,0,18,15,22,15,10844,11431.913
Jet Airways,Kolkata,Banglore,1,14388,12,5,18,55,8,15,13,20,14388,11654.211
Jet Airways,Delhi,Cochin,1,10262,9,6,10,0,4,25,18,25,10262,11393.863
Jet Airways,Delhi,Cochin,1,12373,18,5,2,15,19,0,16,45,12373,14482.691
SpiceJet,Mumbai,Hyderabad,0,2017,12,5,22,45,0,15,1,30,2017,2184.1577
Jet Airways,Mumbai,Hyderabad,0,8040,21,3,7,10,8,35,1,25,8040,5550.772
Air India,Delhi,Cochin,1,8907,18,5,20,30,23,0,26,30,8907,9095.211
IndiGo,Mumbai,Hyderabad,0,4049,6,6,6,25,7,55,1,30,4049,3973.4226
Air India,Banglore,New Delhi,0,8588,3,3,10,0,12,45,2,45,8588,10340.6
IndiGo,Delhi,Cochin,1,6442,15,4,6,50,16,10,9,20,6442,5788.017
Air India,Banglore,New Delhi,1,5521,15,3,8,15,8,50,24,35,5521,5273.399
Air India,Delhi,Cochin,1,7174,9,5,9,45,23,0,13,15,7174,8857.014
Air Asia,Banglore,Delhi,0,3383,27,4,23,55,2,45,2,50,3383,3689.9456
Air India,Kolkata,Banglore,2,14960,6,6,16,45,8,55,16,10,14960,13140.529
Jet Airways,Kolkata,Banglore,1,11467,1,5,20,25,9,45,13,20,11467,12120.1
Jet Airways,Delhi,Cochin,2,11093,21,3,10,45,18,50,32,5,11093,8975.721
Jet Airways,Delhi,Cochin,2,12819,24,6,23,5,4,25,29,20,12819,13956.174
Air India,Mumbai,Hyderabad,0,3100,1,6,19,30,20,45,1,15,3100,2987.7668
Jet Airways,Kolkata,Banglore,1,14388,6,5,20,0,8,15,12,15,14388,11476.971
IndiGo,Chennai,Kolkata,0,6297,9,3,11,35,14,0,2,25,6297,5888.184
GoAir,Banglore,Delhi,0,4340,18,5,11,40,14,30,2,50,4340,3858.5881
IndiGo,Kolkata,Banglore,0,4778,9,3,17,15,19,55,2,40,4778,4802.9556
Air India,Banglore,New Delhi,1,11707,12,3,11,50,19,50,8,0,11707,11332.642
IndiGo,Kolkata,Banglore,0,4804,18,6,21,25,0,5,2,40,4804,4582.305
Jet Airways,Banglore,Delhi,0,7229,21,4,8,20,11,20,3,0,7229,6290.3877
Jet Airways,Banglore,Delhi,0,8016,12,6,7,10,10,10,3,0,8016,6678.2983
Jet Airways,Kolkata,Banglore,1,14571,9,6,8,25,18,15,9,50,14571,12636.75
SpiceJet,Kolkata,Banglore,0,3873,6,6,9,0,11,25,2,25,3873,3862.175
Jet Airways,Delhi,Cochin,2,10368,24,6,5,30,4,25,22,55,10368,12313.387
Air India,Banglore,New Delhi,1,5626,9,3,6,50,23,10,16,20,5626,10698.358
Air India,Delhi,Cochin,1,15809,6,3,7,0,19,15,12,15,15809,13964.174
Jet Airways,Delhi,Cochin,2,18804,1,6,11,40,19,0,7,20,18804,17196.861
Air India,Mumbai,Hyderabad,0,3100,27,6,21,5,22,25,1,20,3100,3078.3584
Jet Airways,Kolkata,Banglore,1,14388,6,5,6,30,12,0,5,30,14388,12027.639
Jet Airways,Delhi,Cochin,2,13014,3,6,19,30,4,25,8,55,13014,12451.162
Vistara,Banglore,Delhi,0,5403,15,4,9,45,12,35,2,50,5403,5382.0527
Jet Airways,Delhi,Cochin,1,10262,6,6,14,0,4,25,14,25,10262,12032.48
Jet Airways,Mumbai,Hyderabad,0,5678,15,6,10,20,11,50,1,30,5678,6056.9775
IndiGo,Kolkata,Banglore,0,4804,9,5,9,35,12,20,2,45,4804,4573.2466
Multiple carriers,Delhi,Cochin,1,13727,6,5,13,0,21,0,8,0,13727,11081.541
Jet Airways,Delhi,Cochin,1,14714,1,6,19,45,4,25,8,40,14714,11883.296
Jet Airways,Delhi,Cochin,1,14714,6,6,22,50,19,0,20,10,14714,11647.166
Jet Airways,Delhi,Cochin,2,15812,6,6,11,40,19,0,7,20,15812,17548.092
IndiGo,Delhi,Cochin,1,6896,21,5,15,0,1,30,10,30,6896,7492.666
Jet Airways,Kolkata,Banglore,1,7757,6,6,21,10,4,40,7,30,7757,12022.144
Jet Airways,Kolkata,Banglore,1,14781,12,5,16,30,23,35,7,5,14781,12511.198
Jet Airways,Kolkata,Banglore,1,13941,12,5,8,25,4,40,20,15,13941,11360.993
Air India,Banglore,Delhi,0,6121,3,5,10,0,12,45,2,45,6121,6249.7676
IndiGo,Banglore,Delhi,0,4423,12,5,6,5,8,50,2,45,4423,4330.4473
Jet Airways,Kolkata,Banglore,1,12681,1,4,20,0,22,35,26,35,12681,9325.42
Jet Airways,Delhi,Cochin,2,11702,21,3,5,30,18,50,13,20,11702,10564.255
Multiple carriers,Delhi,Cochin,1,10877,12,6,8,50,19,0,10,10,10877,10681.208
Jet Airways,Delhi,Cochin,2,13292,15,6,5,30,4,25,22,55,13292,11957.775
IndiGo,Kolkata,Banglore,0,4804,12,6,11,30,14,5,2,35,4804,4786.743
Jet Airways,Delhi,Cochin,1,10262,1,6,18,15,4,25,10,10,10262,12712.17
Air India,Delhi,Cochin,1,5117,3,4,17,20,9,25,16,5,5117,4437.546
Jet Airways,Banglore,Delhi,0,7229,27,6,18,55,22,0,3,5,7229,7389.5464
Air India,Kolkata,Banglore,1,8366,18,5,9,25,21,50,12,25,8366,8483.621
Jet Airways,Kolkata,Banglore,1,10844,18,5,8,25,20,45,12,20,10844,12645.046
Air India,Banglore,Delhi,0,6121,3,5,21,5,23,55,2,50,6121,5576.397
Jet Airways,Delhi,Cochin,2,14441,6,6,5,30,12,35,7,5,14441,13598.8
Air Asia,Banglore,Delhi,0,4282,12,4,4,55,7,45,2,50,4282,4551.933
Jet Airways,Banglore,Delhi,0,6478,3,6,17,45,20,45,3,0,6478,7892.6904
Jet Airways,Delhi,Cochin,2,16704,9,5,13,25,12,35,23,10,16704,14512.438
IndiGo,Kolkata,Banglore,0,5224,3,5,11,30,14,5,2,35,5224,4805.934
IndiGo,Mumbai,Hyderabad,0,2754,27,6,19,5,20,35,1,30,2754,2731.364
Vistara,Kolkata,Banglore,1,8452,12,6,7,10,10,45,27,35,8452,8536.43
Jet Airways,Mumbai,Hyderabad,0,2228,18,3,2,55,4,25,1,30,2228,4920.498
SpiceJet,Kolkata,Banglore,1,8479,6,6,11,35,18,50,7,15,8479,8618.566
Air India,Delhi,Cochin,0,6934,6,5,14,10,17,10,3,0,6934,5824.8086
Jet Airways,Kolkata,Banglore,1,9663,12,5,18,55,12,0,17,5,9663,11541.306
IndiGo,Delhi,Cochin,1,6493,3,6,17,5,22,25,5,20,6493,6552.0864
Multiple carriers,Delhi,Cochin,1,7485,21,5,19,0,1,30,6,30,7485,7589.1626
Jet Airways,Delhi,Cochin,1,10262,27,6,17,30,19,0,25,30,10262,10763.613
Jet Airways,Delhi,Cochin,1,9732,27,5,11,30,19,0,7,30,9732,14659.643
Jet Airways,Kolkata,Banglore,1,8586,18,5,5,45,8,15,26,30,8586,12513.179
IndiGo,Delhi,Cochin,0,5895,15,3,14,30,17,35,3,5,5895,6464.014
Multiple carriers,Delhi,Cochin,1,12524,6,6,8,45,19,0,10,15,12524,10698.975
Jet Airways,Delhi,Cochin,2,13344,24,6,5,30,12,35,7,5,13344,14063.364
Multiple carriers,Delhi,Cochin,1,13727,15,5,14,0,21,0,7,0,13727,13580.194
Air India,Delhi,Cochin,0,5201,27,6,18,5,21,10,3,5,5201,5826.8916
Multiple carriers,Delhi,Cochin,1,10546,9,5,7,5,21,0,13,55,10546,12163.686
Vistara,Banglore,New Delhi,0,5088,24,3,16,0,18,35,2,35,5088,7943.8916
Air India,Delhi,Cochin,3,10703,1,6,5,15,19,15,38,0,10703,11049.357
IndiGo,Delhi,Cochin,1,6496,12,6,5,10,10,5,4,55,6496,7454.404
Jet Airways,Delhi,Cochin,1,12032,27,3,7,5,18,50,11,45,12032,11047.646
Vistara,Delhi,Cochin,0,6741,18,4,6,0,9,10,3,10,6741,6702.6685
IndiGo,Kolkata,Banglore,0,4804,15,5,21,25,0,5,2,40,4804,4731.245
Multiple carriers,Delhi,Cochin,1,11667,12,6,7,5,19,15,12,10,11667,12712.006
Jet Airways,Kolkata,Banglore,1,8529,12,6,18,55,18,15,23,20,8529,10812.214
SpiceJet,Delhi,Cochin,1,7947,15,5,15,45,22,5,6,20,7947,7004.7817
